No.,Symbol,Company Name,Sector,Issued Allocation,Remaining Allocation,Entry Price,Entry Time,Exit Price,Exit Time,Profit & Loss,Returns,Freeze Price,ISIN-Exchange-Series,Rationale
121,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,10.08,10.18,"1,615.05",16-Feb-26,"1,669.30",10-Mar-26,54.25,3.36,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
85,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD-MAZDOCK EQ,AEROSPACE &amp; DEFENCE,9.74,10.05,"2,274.00",05-Mar-26,"2,471.90",07-Mar-26,197.9,8.7,0,INE249Z01020-NSE-EQ,THE STOCK HAS RECENTLY SEEN A CORRECTION IN LAST FEW MONTHS AND IS SHOWING SIGNS OF TREND REVERSAL. THE VOLUMES ALONG WITH PRICE UPMOVE HAS INCREASED SIGNIFICANTLY HINTING AT A BUYING INTEREST NEAR SUPPORT. THE RISH REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS.
84,J&amp;KBANK,J &amp; K BANK LTD.-J&amp;KBANK EQ,BANKS,10.6,10.73,120.6,27-Feb-26,118.62,07-Mar-26,-1.98,-1.64,0,INE168A01041-NSE-EQ,THE STOCK HAS GIVEN BREAKOUT FROM 18 MONTHS OF CONSOLIDATION PHASE WITH HIGH COLUMES IN LAST ONE WEEK. THE RSI OSCILLATOR ON THE WEEKLY CHART IS HINTING AT POSITIVE MOMENTUM AND HENCE WE EXPECT POSITIVE TREND IN THE SHORT TERM.
83,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,10.18,9.96,"1,615.05",16-Feb-26,"1,691.00",07-Mar-26,75.95,4.7,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
56,BEL,BHARAT ELECTRONICS LTD-BEL EQ,Aerospace &amp; Defence,10,0,462.8,05-Mar-26,0,05-Mar-26,0,0,0,INE263A01024-NSE-EQ,Stock has been an outperformer within the defense space and price volume action is hinting at an uptrend post the recent consolidation. The 20 and 50 DEMA range has been acting as a suppport and we expect the defense sector stocks to outperform the broader markets in the near term.
58,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD-MAZDOCK EQ,AEROSPACE &amp; DEFENCE,10.05,10,"2,274.00",05-Mar-26,"2,352.50",05-Mar-26,78.5,3.45,0,INE249Z01020-NSE-EQ,THE STOCK HAS RECENTLY SEEN A CORRECTION IN LAST FEW MONTHS AND IS SHOWING SIGNS OF TREND REVERSAL. THE VOLUMES ALONG WITH PRICE UPMOVE HAS INCREASED SIGNIFICANTLY HINTING AT A BUYING INTEREST NEAR SUPPORT. THE RISH REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS.
59,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD-MAZDOCK EQ,Aerospace &amp; Defence,10,0,"2,283.10",05-Mar-26,0,05-Mar-26,0,0,0,INE249Z01020-NSE-EQ,The stock has recently seen a correction in last few months and is showing signs of trend reversal. The volumes along with price upmove has increased significantly hinting at a buying interest near support. The rish reward ratio seems favorable at current levels.
57,J&amp;KBANK,J &amp; K BANK LTD.-J&amp;KBANK EQ,BANKS,10.73,10.18,120.6,27-Feb-26,120.95,05-Mar-26,0.35,0.29,0,INE168A01041-NSE-EQ,THE STOCK HAS GIVEN BREAKOUT FROM 18 MONTHS OF CONSOLIDATION PHASE WITH HIGH COLUMES IN LAST ONE WEEK. THE RSI OSCILLATOR ON THE WEEKLY CHART IS HINTING AT POSITIVE MOMENTUM AND HENCE WE EXPECT POSITIVE TREND IN THE SHORT TERM.
60,NETWEB,NETWEB TECH INDIA LTD-NETWEB EQ,IT - HARDWARE,0,10.25,"3,588.30",19-Feb-26,"3,293.30",05-Mar-26,-295,-8.22,0,INE0NT901020-NSE-EQ,"Stock has breached its 50 DEMA and thus, exited as per our risk management rules."
55,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,9.96,9.68,"1,615.05",16-Feb-26,"1,662.00",05-Mar-26,46.95,2.91,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
61,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,0,10.77,267.1,04-Feb-26,275.85,05-Mar-26,8.75,3.28,0,INE213A01029-NSE-EQ,Book Profits
49,SOLARINDS,SOLAR INDUSTRIES (I) LTD-SOLARINDS EQ,Aerospace &amp; Defence,10,0,"14,408.00",04-Mar-26,0,04-Mar-26,0,0,0,INE343H01029-NSE-EQ,The stock has given breakout from a falling trendline resistance with high volumes. The 50 EMA on the weekly charts is the immediate support zone and the RSI oscillator is hinting at a positive momentum.
44,GLENMARK,GLENMARK PHARMACEUTICALS-GLENMARK EQ,PHARMACEUTICALS,0,10,"2,145.70",27-Feb-26,"2,078.10",04-Mar-26,-67.6,-3.15,0,INE935A01035-NSE-EQ,No follow up move post breakout
45,J&amp;KBANK,J &amp; K BANK LTD.-J&amp;KBANK EQ,BANKS,10.18,10,120.6,27-Feb-26,116.24,04-Mar-26,-4.36,-3.62,0,INE168A01041-NSE-EQ,THE STOCK HAS GIVEN BREAKOUT FROM 18 MONTHS OF CONSOLIDATION PHASE WITH HIGH COLUMES IN LAST ONE WEEK. THE RSI OSCILLATOR ON THE WEEKLY CHART IS HINTING AT POSITIVE MOMENTUM AND HENCE WE EXPECT POSITIVE TREND IN THE SHORT TERM.
48,SAIL,STEEL AUTHORITY OF INDIA-SAIL EQ,STEEL,0,10,166.8,25-Feb-26,156.95,04-Mar-26,-9.85,-5.91,0,INE114A01011-NSE-EQ,Exit as short term support breached
46,NETWEB,NETWEB TECH INDIA LTD-NETWEB EQ,IT - HARDWARE,10.25,10.27,"3,588.30",19-Feb-26,"3,461.50",04-Mar-26,-126.8,-3.53,0,INE0NT901020-NSE-EQ,THE STOCK HAS CONSOLIDATED IN A RANGE IN LAST THREE MONTHS. THIS ENTIRE CONSOLIDATION IS ABOVE ITS 200 DEMA SUPPORT AND THE PREVIOUS RESISTANCE IS NOW ACTING AS A SUPPORT. THE VOLUMES HAVE STARTED INCREASING INDCATING START OF THE NEXT LEG OF TRENDED UPMOVE.
43,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,9.68,9.94,"1,615.05",16-Feb-26,"1,644.15",04-Mar-26,29.1,1.8,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
47,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,10.77,10.38,267.1,04-Feb-26,276.95,04-Mar-26,9.85,3.69,0,INE213A01029-NSE-EQ,THE STOCK HAS GIVEN A BREAKOUT FROM A LONG CONSOLIDATION PHASE ON THE WEEKLY CHARTS WITH GOOD VOLUMES. WE EXPECT A TRENDED UPMOVE IN THE STOCK IN SHORT TERM.
17,MARICO,MARICO LIMITED-MARICO EQ,FMCG,0,10,808.65,24-Feb-26,780.1,02-Mar-26,-28.55,-3.53,0,INE196A01026-NSE-EQ,"Follow up move missing post breakout. On the weekly charts, stock has formed a shooting star pattern which is a bearish pattern."
16,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,REFINERIES,0,9.47,380.05,04-Feb-26,374.7,02-Mar-26,-5.35,-1.41,0,INE029A01011-NSE-EQ,TREND FOR THE STOCK HAS TURNED SIDEWAYD FROM UP
18,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"DIAMOND, GEMS AND JEWELLERY",0,8.59,"4,135.80",04-Feb-26,"4,252.20",02-Mar-26,116.4,2.81,0,INE280A01028-NSE-EQ,Book Profits as RSI has formed a negative divergence with prices.
370,GLENMARK,GLENMARK PHARMACEUTICALS-GLENMARK EQ,Pharmaceuticals,10,0,"2,147.00",27-Feb-26,0,27-Feb-26,0,0,0,INE935A01035-NSE-EQ,The stock is giving breakout from an Inverted head and shoulder pattern on the daily chart. In last six months the stock has seen a consolidation phase above its 200 DEMA and the prices are trading ablve all its crucial averages.
371,J&amp;KBANK,J &amp; K BANK LTD.-J&amp;KBANK EQ,Banks,10,0,122.11,27-Feb-26,0,27-Feb-26,0,0,0,INE168A01041-NSE-EQ,The stock has given breakout from 18 months of consolidation phase with high columes in last one week. The RSI oscillator on the weekly chart is hinting at positive momentum and hence we expect positive trend in the short term.
356,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,BANKS,0,10.33,170.37,09-Feb-26,175.28,26-Feb-26,4.91,2.88,0,INE084A01016-NSE-EQ,The stock has formed a rising wedge pattern on the daily chart which is usually seen at the end of aa trended move. So book profits in Bank of India.
340,SAIL,STEEL AUTHORITY OF INDIA-SAIL EQ,Steel,10,0,165.9,25-Feb-26,0,25-Feb-26,0,0,0,INE114A01011-NSE-EQ,"The Nifty Metal index has resumed its uptrend post a corrective phase. Within the metal basket, the steel stocks are looking bullish as the stocks has shown a relative outperformance in the recent past and are hinting at a continuation of uptrend. SAIL has seen a bullish price volume action and the momentum readings are bullish on all time frame charts."
330,MARICO,MARICO LIMITED-MARICO EQ,FMCG,10,0,811,24-Feb-26,0,24-Feb-26,0,0,0,INE196A01026-NSE-EQ,"The stock has been forming a higher top higher bottom structure and is at its all time high, hinting at a continuation of the uptrend. The RSI oscillator on the weekly chart has resume the positive momentum post ten monthof consolidation."
329,LODHA,LODHA DEVELOPERS LIMITED-LODHA EQ,REALTY,0,9.98,"1,032.50",04-Feb-26,"1,033.05",24-Feb-26,0.55,0.05,0,INE670K01029-NSE-EQ,Revised Stoploss of cost price triggered.
261,NETWEB,NETWEB TECH INDIA LTD-NETWEB EQ,IT - HARDWARE,10.27,10,"3,588.30",19-Feb-26,"3,636.50",20-Feb-26,48.2,1.34,0,INE0NT901020-NSE-EQ,THE STOCK HAS CONSOLIDATED IN A RANGE IN LAST THREE MONTHS. THIS ENTIRE CONSOLIDATION IS ABOVE ITS 200 DEMA SUPPORT AND THE PREVIOUS RESISTANCE IS NOW ACTING AS A SUPPORT. THE VOLUMES HAVE STARTED INCREASING INDCATING START OF THE NEXT LEG OF TRENDED UPMOVE.
257,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,9.94,9.95,"1,615.05",16-Feb-26,"1,630.00",20-Feb-26,14.95,0.93,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
258,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,BANKS,10.33,10.27,170.37,09-Feb-26,171.7,20-Feb-26,1.33,0.78,0,INE084A01016-NSE-EQ,"THE STOCK HAS BEEN FOMRING A HIGHER TOP HIGHER BOTTOM STRUCTURE AND IS THIS IN AN UPTREND. PSU BANKS ARE CONTINUING THE UPTREND WITH GOOD VOLUMES AND HENCE, WE EXPECT THE STOCK TO CONTINUE ITS MOMENTUM."
259,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,REFINERIES,9.47,9.69,380.05,04-Feb-26,366.3,20-Feb-26,-13.75,-3.62,0,INE029A01011-NSE-EQ,THE OMCS HAVE BEEN WITNESSING POSITIVE MOMENTUM RECENTLY. BPCL HAS GIVEN BREAKOUT FROM ITS PRECIOUS SWING HIGH WITH RISING VOLUMES.
260,LODHA,LODHA DEVELOPERS LIMITED-LODHA EQ,REALTY,9.98,10.17,"1,032.50",04-Feb-26,"1,071.15",20-Feb-26,38.65,3.74,0,INE670K01029-NSE-EQ,"POST THE RECENT CORRECTION, THE STOCK HAS SEEN A PULLBACK MOVE IN LAST FEW SESSIONS. THE 50 EMA ON THE MONTHLY CHARTS SEEMS TO HAVE ACTED AS A SUPPORT AND HENCE, THE RISK REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS."
262,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,10.38,10.1,267.1,04-Feb-26,278.65,20-Feb-26,11.55,4.32,0,INE213A01029-NSE-EQ,THE STOCK HAS GIVEN A BREAKOUT FROM A LONG CONSOLIDATION PHASE ON THE WEEKLY CHARTS WITH GOOD VOLUMES. WE EXPECT A TRENDED UPMOVE IN THE STOCK IN SHORT TERM.
263,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"DIAMOND, GEMS AND JEWELLERY",8.59,8.55,"4,135.80",04-Feb-26,"4,236.40",20-Feb-26,100.6,2.43,0,INE280A01028-NSE-EQ,"THE STOCK HAS RECENTLY GIVEN A BREAKOUT FORM ITS LONG CONSOLIDATION PHASE ABOVE RS, 3850. POST AN UPMOVE, PRICES RETRACED BACK TOWARDS THIS LEVEL WHICH IS NOW ACTING AS A SUPPORT. THIS COINCIDES WITH WEEKLY 20 DEMA AS WELL."
250,NETWEB,NETWEB TECH INDIA LTD-NETWEB EQ,IT - Hardware,10,0,"3,578.00",19-Feb-26,0,19-Feb-26,0,0,0,INE0NT901020-NSE-EQ,The stock has consolidated in a range in last three months. This entire consolidation is above its 200 DEMA support and the previous resistance is now acting as a support. The volumes have started increasing indcating start of the next leg of trended upmove.
211,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,9.95,9.96,"1,615.05",16-Feb-26,"1,637.00",17-Feb-26,21.95,1.36,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
212,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,BANKS,10.27,9.98,170.37,09-Feb-26,170.21,17-Feb-26,-0.16,-0.09,0,INE084A01016-NSE-EQ,"THE STOCK HAS BEEN FOMRING A HIGHER TOP HIGHER BOTTOM STRUCTURE AND IS THIS IN AN UPTREND. PSU BANKS ARE CONTINUING THE UPTREND WITH GOOD VOLUMES AND HENCE, WE EXPECT THE STOCK TO CONTINUE ITS MOMENTUM."
214,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,MINING &amp; MINERAL PRODUCTS,0,4.57,617.8,09-Feb-26,537.6,17-Feb-26,-80.2,-12.98,0,INE131A01031-NSE-EQ,Stock has breached its 50 DEMA which is exit signal as per our risk management principles.
213,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,REFINERIES,9.69,9.7,380.05,04-Feb-26,374.95,17-Feb-26,-5.1,-1.34,0,INE029A01011-NSE-EQ,THE OMCS HAVE BEEN WITNESSING POSITIVE MOMENTUM RECENTLY. BPCL HAS GIVEN BREAKOUT FROM ITS PRECIOUS SWING HIGH WITH RISING VOLUMES.
215,JINDALSTEL,JINDAL STEEL LIMITED-JINDALSTEL EQ,STEEL,0,10.27,"1,174.30",04-Feb-26,"1,193.90",17-Feb-26,19.6,1.67,0,INE749A01030-NSE-EQ,"The Nifty Metal index has breached its immediate 20 DEMA support and has entered a corrective phase. So recommend to exit with marginal gains,"
216,LODHA,LODHA DEVELOPERS LIMITED-LODHA EQ,REALTY,10.17,10.18,"1,032.50",04-Feb-26,"1,096.95",17-Feb-26,64.45,6.24,0,INE670K01029-NSE-EQ,"POST THE RECENT CORRECTION, THE STOCK HAS SEEN A PULLBACK MOVE IN LAST FEW SESSIONS. THE 50 EMA ON THE MONTHLY CHARTS SEEMS TO HAVE ACTED AS A SUPPORT AND HENCE, THE RISK REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS."
217,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,10.1,10.09,267.1,04-Feb-26,271.85,17-Feb-26,4.75,1.78,0,INE213A01029-NSE-EQ,THE STOCK HAS GIVEN A BREAKOUT FROM A LONG CONSOLIDATION PHASE ON THE WEEKLY CHARTS WITH GOOD VOLUMES. WE EXPECT A TRENDED UPMOVE IN THE STOCK IN SHORT TERM.
218,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"DIAMOND, GEMS AND JEWELLERY",8.55,8.43,"4,135.80",04-Feb-26,"4,236.40",17-Feb-26,100.6,2.43,0,INE280A01028-NSE-EQ,"THE STOCK HAS RECENTLY GIVEN A BREAKOUT FORM ITS LONG CONSOLIDATION PHASE ABOVE RS, 3850. POST AN UPMOVE, PRICES RETRACED BACK TOWARDS THIS LEVEL WHICH IS NOW ACTING AS A SUPPORT. THIS COINCIDES WITH WEEKLY 20 DEMA AS WELL."
197,ASTRAL,ASTRAL LIMITED-ASTRAL,Plastic products,10,0,0,16-Feb-26,0,16-Feb-26,0,0,0,INE006I01046-BSE-EQ,"The stock has gone through a price wise as well as time wise corrective phase in last few months. Prices are now showing a consolidation from this consolidation phase, with improving volumes in lasr few days. On the weekly charts, June 2025 high of 1586 and November 2025 high of 1594 were the major hurdles which have been taken out. The RSI oscillator on the daily, weekly as well as the monthly charts are positively places. Hence, we expect the stock to trend higher and outperform the broader markets in the short term."
198,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,9.96,10,"1,615.05",16-Feb-26,"1,639.45",16-Feb-26,24.4,1.51,0,INE006I01046-BSE-EQ,"THE STOCK HAS GONE THROUGH A PRICE WISE AS WELL AS TIME WISE CORRECTIVE PHASE IN LAST FEW MONTHS. PRICES ARE NOW SHOWING A CONSOLIDATION FROM THIS CONSOLIDATION PHASE, WITH IMPROVING VOLUMES IN LASR FEW DAYS. ON THE WEEKLY CHARTS, JUNE 2025 HIGH OF 1586 AND NOVEMBER 2025 HIGH OF 1594 WERE THE MAJOR HURDLES WHICH HAVE BEEN TAKEN OUT. THE RSI OSCILLATOR ON THE DAILY, WEEKLY AS WELL AS THE MONTHLY CHARTS ARE POSITIVELY PLACES. HENCE, WE EXPECT THE STOCK TO TREND HIGHER AND OUTPERFORM THE BROADER MARKETS IN THE SHORT TERM."
199,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,BANKS,9.98,9.96,170.37,09-Feb-26,165.61,16-Feb-26,-4.76,-2.79,0,INE084A01016-NSE-EQ,"THE STOCK HAS BEEN FOMRING A HIGHER TOP HIGHER BOTTOM STRUCTURE AND IS THIS IN AN UPTREND. PSU BANKS ARE CONTINUING THE UPTREND WITH GOOD VOLUMES AND HENCE, WE EXPECT THE STOCK TO CONTINUE ITS MOMENTUM."
201,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,MINING &amp; MINERAL PRODUCTS,4.57,4.7,617.8,09-Feb-26,563.8,16-Feb-26,-54,-8.74,0,INE131A01031-NSE-EQ,"THE STOCK HAS SEEN A CONSOLIDATION PHASE IN LAST FOUR MONTHS. ON THE MONTHLY CHARTS, A BULLISH FLAG PATTERN HAS BEEN SEEN WHICH IS A BULLISH CONTINUATION PATTERN. WE EXPECT THE STOCK TO MOVE HIGHER POST BREAKOUT."
200,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,REFINERIES,9.7,9.91,380.05,04-Feb-26,374.35,16-Feb-26,-5.7,-1.5,0,INE029A01011-NSE-EQ,THE OMCS HAVE BEEN WITNESSING POSITIVE MOMENTUM RECENTLY. BPCL HAS GIVEN BREAKOUT FROM ITS PRECIOUS SWING HIGH WITH RISING VOLUMES.
202,JINDALSTEL,JINDAL STEEL LIMITED-JINDALSTEL EQ,STEEL,10.27,10.28,"1,174.30",04-Feb-26,"1,210.90",16-Feb-26,36.6,3.12,0,INE749A01030-NSE-EQ,THE METAL SECTOR HAS SEEN AN OUTPERFORMANCE IN LAST FEW WEEKS. THE PRICES HAVE GIVEN A BREAKOUT ABOVE JUNE 2024 RESISTANCE AND THE RSI OSCILLATOR ON THE WEEKLY CHARTS IS HINTING AT A CONTINUATION OF THE UPTREND.
203,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,10.09,10.18,267.1,04-Feb-26,271.55,16-Feb-26,4.45,1.67,0,INE213A01029-NSE-EQ,THE STOCK HAS GIVEN A BREAKOUT FROM A LONG CONSOLIDATION PHASE ON THE WEEKLY CHARTS WITH GOOD VOLUMES. WE EXPECT A TRENDED UPMOVE IN THE STOCK IN SHORT TERM.
204,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"DIAMOND, GEMS AND JEWELLERY",8.43,8.63,"4,135.80",04-Feb-26,"4,181.10",16-Feb-26,45.3,1.1,0,INE280A01028-NSE-EQ,"THE STOCK HAS RECENTLY GIVEN A BREAKOUT FORM ITS LONG CONSOLIDATION PHASE ABOVE RS, 3850. POST AN UPMOVE, PRICES RETRACED BACK TOWARDS THIS LEVEL WHICH IS NOW ACTING AS A SUPPORT. THIS COINCIDES WITH WEEKLY 20 DEMA AS WELL."
151,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,BANKS,9.96,9.97,170.37,09-Feb-26,161.79,13-Feb-26,-8.58,-5.04,0,INE084A01016-NSE-EQ,"THE STOCK HAS BEEN FOMRING A HIGHER TOP HIGHER BOTTOM STRUCTURE AND IS THIS IN AN UPTREND. PSU BANKS ARE CONTINUING THE UPTREND WITH GOOD VOLUMES AND HENCE, WE EXPECT THE STOCK TO CONTINUE ITS MOMENTUM."
153,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,MINING &amp; MINERAL PRODUCTS,4.7,4.79,617.8,09-Feb-26,571.1,13-Feb-26,-46.7,-7.56,0,INE131A01031-NSE-EQ,"THE STOCK HAS SEEN A CONSOLIDATION PHASE IN LAST FOUR MONTHS. ON THE MONTHLY CHARTS, A BULLISH FLAG PATTERN HAS BEEN SEEN WHICH IS A BULLISH CONTINUATION PATTERN. WE EXPECT THE STOCK TO MOVE HIGHER POST BREAKOUT."
152,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,REFINERIES,9.91,9.79,380.05,04-Feb-26,374.1,13-Feb-26,-5.95,-1.57,0,INE029A01011-NSE-EQ,THE OMCS HAVE BEEN WITNESSING POSITIVE MOMENTUM RECENTLY. BPCL HAS GIVEN BREAKOUT FROM ITS PRECIOUS SWING HIGH WITH RISING VOLUMES.
154,JINDALSTEL,JINDAL STEEL LIMITED-JINDALSTEL EQ,STEEL,10.28,10.23,"1,174.30",04-Feb-26,"1,184.70",13-Feb-26,10.4,0.89,0,INE749A01030-NSE-EQ,THE METAL SECTOR HAS SEEN AN OUTPERFORMANCE IN LAST FEW WEEKS. THE PRICES HAVE GIVEN A BREAKOUT ABOVE JUNE 2024 RESISTANCE AND THE RSI OSCILLATOR ON THE WEEKLY CHARTS IS HINTING AT A CONTINUATION OF THE UPTREND.
155,LODHA,LODHA DEVELOPERS LIMITED-LODHA EQ,REALTY,10.18,10.1,"1,032.50",04-Feb-26,"1,073.60",13-Feb-26,41.1,3.98,0,INE670K01029-NSE-EQ,"POST THE RECENT CORRECTION, THE STOCK HAS SEEN A PULLBACK MOVE IN LAST FEW SESSIONS. THE 50 EMA ON THE MONTHLY CHARTS SEEMS TO HAVE ACTED AS A SUPPORT AND HENCE, THE RISK REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS."
156,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,10.18,10.3,267.1,04-Feb-26,267.4,13-Feb-26,0.3,0.11,0,INE213A01029-NSE-EQ,THE STOCK HAS GIVEN A BREAKOUT FROM A LONG CONSOLIDATION PHASE ON THE WEEKLY CHARTS WITH GOOD VOLUMES. WE EXPECT A TRENDED UPMOVE IN THE STOCK IN SHORT TERM.
157,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"DIAMOND, GEMS AND JEWELLERY",8.63,8.66,"4,135.80",04-Feb-26,"4,179.20",13-Feb-26,43.4,1.05,0,INE280A01028-NSE-EQ,"THE STOCK HAS RECENTLY GIVEN A BREAKOUT FORM ITS LONG CONSOLIDATION PHASE ABOVE RS, 3850. POST AN UPMOVE, PRICES RETRACED BACK TOWARDS THIS LEVEL WHICH IS NOW ACTING AS A SUPPORT. THIS COINCIDES WITH WEEKLY 20 DEMA AS WELL."
